Location,Date,Temperature,Humidity,Wind_Speed,CO2_Ambient_Level
Nabeul,5/3/2024,14.9,76,18.3,360.94
Sousse,3/23/2024,35.3,79,3.5,492.53
Sfax,4/21/2024,34.3,22,16.5,428.04
Tunis,10/23/2024,13.7,,10.5,497.89
Sousse,8/7/2024,30.3,60,18.9,407.54
Sfax,11/29/2024,14.1,,5.1,364.68
Nabeul,7/31/2024,27.6,78,4.6,372.23
Tunis,7/12/2024,20.3,36,16.5,434.97
Sousse,11/7/2024,vignt,,6.5,474190
Sfax,3/23/2024,26.7,86,9.9,350.58
Nabeul,12/4/2024,28.8,,2.2,485810
Sfax,12/16/2024,17.4,37,12.1,468.45
Nabeul,10/17/2024,35.2,52,11.5,408
Gabès,12/13/2024,vignt,74,1.3,370.9
Sfax,6/29/2024,18,87,8.6,418.81
Sfax,8/6/2024,16.1,79,17.8,496.85
Sfax,4/13/2024,27.6,61,12.5,447.03
Tunis,7/1/2024,vignt,,10.3,460.67
Nabeul,9/15/2024,28.1,63,14.9,355.35
Gabès,6/4/2024,11.3,91,6.9,374.23
Sfax,2/17/2024,36.9,29,18.9,381.56
Sousse,6/10/2024,23.5,89,15.5,490.71
Gabès,8/18/2024,17.6,72,19.3,389.92
Sousse,12/12/2024,vignt,29,16.1,353.98
Gabès,10/26/2024,vignt,,12.3,458.89
Gabès,11/23/2024,19,75,3.5,473.09
Sfax,12/6/2024,36.2,52,10.9,421.33
Tunis,1/2/2025,10.9,,5.7,425890
Gabès,5/29/2024,36.1,23,15.2,449.67
Nabeul,2/4/2024,vignt,48,14,481.87
Tunis,4/14/2024,26.9,63,2,399.81
Sousse,11/29/2024,32.5,28,5.5,433.91
Gabès,9/2/2024,29.8,35,1.6,498
Nabeul,8/6/2024,16,78,13.2,446.26
Sfax,10/2/2024,13.8,,4.5,457.65
Nabeul,11/13/2024,36.8,67,10.7,388.8
Gabès,1/22/2024,18.4,92,4.2,475.54
Gabès,3/18/2024,42.8,73,8.6,453.52
Nabeul,8/23/2024,17.8,49,7.9,410.62
Sfax,3/2/2024,29.5,84,5,475.67
Sfax,5/29/2024,484.9,45,9.5,415380
Gabès,7/31/2024,vignt,60,2.8,469.86
Tunis,11/29/2024,vignt,,6.5,460.48
Sousse,7/4/2024,37.2,41,1.1,433.69
Tunis,6/1/2024,37.9,80,8.2,489.11
Nabeul,10/5/2024,25.1,50,19.1,392590
Sousse,4/4/2024,vignt,,19.6,447860
Sousse,11/8/2024,26.8,38,14.5,395.23
Gabès,11/8/2024,31.9,50,9.5,451.77
Sousse,7/13/2024,17.7,81,6.2,414.14
Sfax,7/28/2024,38.2,74,14.5,438.92
Nabeul,3/20/2024,11.6,62,12.9,400.04
Sfax,12/11/2024,vignt,24,1.9,467080
Gabès,12/29/2024,2059.2,41,5.2,383.64
Sousse,7/23/2024,40,67,11.5,400.16
Nabeul,8/1/2024,43.3,81,0.9,436.63
Gabès,6/27/2024,12.7,77,5.2,420.77
Gabès,11/6/2024,vignt,65,8.5,428010
Gabès,4/7/2024,37.7,76,10.6,426.44
Tunis,11/23/2024,44.9,62,13.8,354.25
Tunis,3/25/2024,22.9,54,0.6,405.26
Tunis,11/9/2024,14.5,,19.4,395.47
Sfax,3/5/2024,vignt,,4.8,430.94
Nabeul,5/20/2024,19.6,,10.8,365.62
Tunis,11/13/2024,41.9,53,3.1,353.6
Nabeul,3/31/2024,35.5,42,3.6,426.66
Sousse,12/5/2024,39.2,34,4.7,422.18
Sousse,7/21/2024,13.9,65,19.6,480.8
Gabès,1/29/2024,12.1,69,3.1,472.71
Nabeul,5/1/2024,vignt,70,2.6,443.62
Sousse,9/21/2024,22.2,24,16,386.01
Gabès,11/9/2024,vignt,89,13,411850
Sousse,9/29/2024,38.5,73,12.9,362
Tunis,3/10/2024,30.1,56,13.2,377.09
Gabès,6/24/2024,18.4,60,12.8,462.88
Nabeul,8/31/2024,39.2,65,9.6,485.94
Nabeul,8/19/2024,27.6,20,16.5,489.65
Nabeul,4/24/2024,43.6,21,7.8,467.34
Sousse,3/12/2024,16.6,70,16.3,460.45
Gabès,6/20/2024,38.1,62,5.3,380.25
Nabeul,10/11/2024,36,84,20,390.66
Sousse,1/7/2025,2143.7,,14.6,387.5
Sousse,8/15/2024,28.2,35,6.8,423.84
Tunis,4/15/2024,11.5,28,16.6,434.24
Sfax,12/19/2024,26.9,52,3.7,388.14
Sfax,3/22/2024,43.4,67,12.7,353.23
Gabès,1/23/2024,11,,6.6,354480
Gabès,12/7/2024,34.2,51,10.7,443.29
Tunis,1/24/2024,vignt,63,5.8,357170
Sousse,1/6/2025,17.1,43,18,388.75
Sfax,5/1/2024,16,,3,382.07
Sfax,7/22/2024,19.6,61,19.7,482.1
Sfax,4/29/2024,35.1,59,16.5,445.08
Tunis,2/10/2024,29.2,20,3.3,455.7
Tunis,7/28/2024,29,76,13.8,385.1
Nabeul,5/31/2024,27.1,72,5.4,377.95
Nabeul,11/4/2024,38.5,70,4.8,473.2
Nabeul,2/5/2024,vignt,,8.3,448.91
Gabès,5/1/2024,41.2,51,15.5,420.03
Sousse,9/22/2024,27.6,62,5.7,366.07
Tunis,4/17/2024,12,43,11.3,446.07
Sfax,3/12/2024,36,22,16.8,380.8
Sfax,4/2/2024,41.3,61,16.2,358.28
Nabeul,4/22/2024,32.5,86,6.6,424.03
Gabès,9/1/2024,35.3,84,11.4,419.29
Tunis,5/30/2024,vignt,96,5.3,466.91
Tunis,3/13/2024,26.9,76,18.8,369470
Sfax,11/6/2024,17.2,64,11.4,397.27
Nabeul,2/26/2024,19.1,89,1.6,427.43
Tunis,9/18/2024,27.1,71,13,352.15
Sfax,7/9/2024,17.4,41,19.9,469.78
Gabès,5/22/2024,33.7,99,18,360.92
Nabeul,6/20/2024,26,69,15,367.24
Sousse,3/24/2024,40.2,62,9.8,458.89
Nabeul,3/29/2024,36.1,65,14.6,477.53
Nabeul,8/30/2024,22.3,60,6.1,438.71
Nabeul,4/13/2024,41.9,36,16.8,396.5
Sousse,2/23/2024,38.3,28,17.1,493.6
Nabeul,2/7/2024,40,53,15.4,452.17
Tunis,4/6/2024,10.4,,9.8,388850
Sousse,8/8/2024,vignt,45,5.1,389.57
Gabès,8/16/2024,17.2,40,13.8,385.58
Sousse,12/17/2024,10.7,72,6.3,434.47
Nabeul,3/30/2024,31.8,63,18.8,436.61
Nabeul,1/24/2024,20.4,54,17.4,406.77
Sousse,11/27/2024,1220,73,12.4,366.92
Sfax,11/15/2024,23.2,78,2.8,495.32
Sfax,4/10/2024,15.6,78,2.9,459.5
Sfax,3/14/2024,786.6,,7.5,417200
Tunis,3/15/2024,vignt,66,16.3,465.34
Sfax,4/28/2024,20,84,17.1,463.63
Nabeul,9/15/2024,28.7,45,6.6,457.68
Sousse,8/20/2024,26,23,16.9,440.15
Sfax,5/30/2024,28.1,53,19.2,461.91
Tunis,7/10/2024,21.7,93,14.9,397.1
Nabeul,7/24/2024,27.5,61,16.9,401.66
Tunis,3/26/2024,23.6,,4.8,379250
Tunis,12/10/2024,14.5,72,18.2,420.52
Tunis,8/7/2024,15,65,17.9,362.78
Sousse,6/6/2024,22.9,,1.1,432.73
Gabès,11/25/2024,39,32,18.5,382.18
Sfax,5/31/2024,20.4,52,9.6,494.16
Tunis,3/8/2024,vignt,47,16.6,353.8
Tunis,3/30/2024,10.1,33,16.3,379.97
Nabeul,5/13/2024,18.4,75,9.9,491.74
Tunis,3/2/2024,28.8,70,1.2,458.5
Tunis,4/11/2024,18.9,42,11.3,423.85
Gabès,6/29/2024,19.2,50,6.6,469.74
Nabeul,11/2/2024,23.9,96,9.5,481.98
Nabeul,6/14/2024,40.3,59,15.1,454.04
Nabeul,3/11/2024,21,69,19.5,468.4
Sfax,7/14/2024,21.1,32,0.7,489.21
Tunis,7/17/2024,570,53,4.4,402200
Sousse,3/1/2024,36.1,23,17.1,384.42
Nabeul,7/18/2024,13.3,76,4.4,359470
Tunis,8/2/2024,36.4,38,6.2,483.43
Gabès,3/31/2024,30.5,46,2.4,477.2
Sfax,8/4/2024,20.4,83,18.4,376.88
Gabès,1/23/2024,14.6,69,15.4,418.65
Sousse,11/3/2024,44.1,44,17.9,490.9
Sfax,3/20/2024,23.9,27,5.5,443.99
Tunis,7/15/2024,18.2,85,8.8,391.03
Gabès,7/10/2024,24,72,6,399.21
Nabeul,3/21/2024,vignt,57,2.8,491.84
Sfax,1/7/2025,13.4,73,8.4,391.16
Sousse,1/16/2025,34.6,69,17.7,380.21
Sfax,4/22/2024,38.1,30,13.4,461.59
Tunis,4/26/2024,vignt,47,5.2,372670
Nabeul,11/23/2024,2559.6,,9.9,468.61
Tunis,4/20/2024,24.1,81,18.3,441.63
Nabeul,2/2/2024,28,81,9.3,490.59
Gabès,7/31/2024,30.9,24,19.5,430.65
Gabès,3/6/2024,19.4,94,11,471.9
Sfax,2/6/2024,1275,46,2.5,456.65
Sousse,8/26/2024,24.2,30,14.9,403.15
Tunis,11/3/2024,25.4,74,3.6,383.36
Sousse,11/4/2024,16.6,41,19.3,478.29
Sfax,5/10/2024,23.6,65,15.3,405.87
Tunis,9/9/2024,44.1,49,1.6,398.74
Sousse,7/11/2024,33.9,84,18.1,439.04
Gabès,7/5/2024,31.5,88,6.3,403.72
Sousse,8/16/2024,14.9,41,1.2,464.71
Nabeul,9/24/2024,25.2,44,10.4,473.13
Nabeul,12/23/2024,26.5,42,11.6,395.32
Gabès,8/30/2024,39.7,44,4.4,413.91
Sfax,12/24/2024,844.8,96,8.2,443390
Sousse,11/25/2024,12,34,15.6,426.84
Sfax,7/27/2024,41.1,93,7.1,357.77
Sousse,1/2/2025,37.8,34,13.9,433.15
Sfax,3/7/2024,23.7,49,8,453.71
Gabès,12/28/2024,vignt,,7.8,408.34
Sfax,3/24/2024,vignt,92,19.7,435.1
Tunis,3/7/2024,17.9,96,19.3,441.29
Nabeul,10/5/2024,37.2,60,17.2,415.13
Sfax,5/24/2024,11.8,70,14.7,463.2
Gabès,9/18/2024,16.3,92,5.1,485.18
Gabès,8/17/2024,36.7,23,14.2,421.11
Sfax,6/9/2024,24.1,53,1.4,461.32
Sfax,9/6/2024,32.7,31,14.5,474.56
Sfax,5/12/2024,10.9,42,17.8,421.23
Gabès,12/5/2024,vignt,28,9.1,495.61
Nabeul,12/16/2024,41.2,54,10.5,350.14
Gabès,1/16/2025,10,97,9.5,373.26
Sfax,7/1/2024,10.1,63,18.5,372.58
Sousse,4/18/2024,39.5,73,3.4,389.41
Nabeul,1/20/2024,12.8,89,17.2,409.58
Gabès,10/28/2024,17.6,42,14.7,451580
Tunis,8/14/2024,11,78,3.2,383.74
Nabeul,8/24/2024,18.5,37,11.3,477.45
Sousse,5/22/2024,34.4,71,13.2,414.46
Nabeul,6/24/2024,30.7,52,19.4,354.38
Sousse,10/15/2024,3338.4,,18.5,470.45
Sfax,1/2/2025,29.9,89,17.3,408.25
Tunis,12/28/2024,37.1,51,16,419.41
Sfax,10/1/2024,19.9,63,6.5,423.89
Nabeul,4/11/2024,40,30,12.1,428.97
Tunis,3/14/2024,15.3,,0.7,390820
Gabès,7/2/2024,33.9,54,14,457.11
Sousse,10/8/2024,34.6,86,6.4,395.26
Tunis,1/6/2025,36,61,8,458.23
Gabès,8/18/2024,30.5,88,18.6,351.26
Nabeul,6/6/2024,43.5,71,6.4,486.03
Nabeul,8/5/2024,24.1,38,5.8,487.49
Gabès,5/9/2024,44.1,44,16.6,490.96
Gabès,5/24/2024,42.2,64,15.3,482.57
Sfax,11/16/2024,28.9,74,19.3,381.26
Gabès,3/31/2024,25.7,23,5.1,467.44
Gabès,12/2/2024,10.8,74,17.2,462.69
Sousse,8/25/2024,12,82,0.7,350.36
Gabès,8/23/2024,12.4,85,1.4,460.7
Sousse,8/29/2024,20.5,31,9.7,444770
Sousse,10/7/2024,15.7,66,10.8,354.3
Gabès,1/11/2025,584.8,64,14.5,393.25
Tunis,11/17/2024,38.6,71,0.6,496.87
Tunis,1/5/2025,28.5,85,16.7,436.63
Nabeul,12/2/2024,24.9,96,15.2,394.17
Sfax,1/17/2025,24,41,3.9,423.87
Nabeul,4/16/2024,12.8,40,14.6,391.98
Gabès,3/6/2024,14,28,8.3,385.45
Sfax,4/1/2024,39.5,78,8.3,388.02
Gabès,10/9/2024,36.2,58,12.8,437.93
Nabeul,7/8/2024,22.2,37,8.2,485.19
Tunis,10/18/2024,31.6,,17.8,481.44
Gabès,10/17/2024,23.5,30,7.8,454980
Sousse,9/29/2024,29.1,81,16.2,465.94
Sousse,2/11/2024,41.7,38,15.2,409.8
Sfax,10/9/2024,vignt,,8.7,372.22
Sfax,7/28/2024,29.9,39,8.5,401.19
Gabès,5/21/2024,35.6,28,18.5,362.52
Tunis,2/14/2024,vignt,,12.4,499.5
Sfax,4/19/2024,16,,19.7,478.48
Tunis,9/18/2024,vignt,82,12.6,466.36
Gabès,2/5/2024,29.8,96,16.4,471.39
Tunis,1/8/2025,40.3,85,13.3,479.25
Sfax,12/19/2024,11.4,56,6.3,432.04
Sfax,6/27/2024,14.2,28,11.2,355.43
Tunis,12/3/2024,26,86,15.1,423.17
Tunis,10/25/2024,36.1,41,17.2,466.47
Tunis,3/2/2024,19.7,72,8.2,420.95
Tunis,10/7/2024,37,68,11.7,495.93
Tunis,7/22/2024,23.8,71,15,467.15
Sousse,11/18/2024,12.9,58,8.9,376.28
Gabès,12/21/2024,32.9,38,14.4,417.06
Nabeul,6/3/2024,24.4,23,1,387.34
Gabès,11/18/2024,21.2,30,6.1,362.83
Gabès,2/22/2024,15.7,54,4.8,433.2
Nabeul,5/15/2024,30.5,62,9.7,364.66
Gabès,4/16/2024,25.4,53,14.6,364.26
Gabès,9/3/2024,34.8,58,5.8,362.8
Sousse,2/3/2024,22.5,82,19.9,451.51
Nabeul,7/25/2024,21.6,37,11.7,436.2
Gabès,1/10/2025,11.6,43,9.2,491.52
Sfax,1/23/2024,14.2,26,16.1,374.22
Gabès,10/23/2024,27.5,80,8.6,489.83
Sousse,12/7/2024,38.5,41,12.1,359.45
Gabès,3/21/2024,31.4,22,0.7,368.29
Sfax,2/15/2024,12.1,71,10.2,438
Tunis,12/1/2024,16.4,95,9.9,457.53
Nabeul,8/1/2024,34.6,93,8.1,454.94
Nabeul,8/12/2024,vignt,54,1.3,447.79
Sousse,4/20/2024,20.9,54,1.6,474.6
Gabès,10/15/2024,31.4,48,11.2,381.61
Gabès,7/6/2024,12.2,21,13.1,436.85
Nabeul,5/12/2024,44.7,39,13.8,358.04
Tunis,6/2/2024,22.9,85,16.3,473.52
Tunis,11/28/2024,10.7,55,3.7,480.74
Gabès,4/1/2024,27.3,94,7.9,375.9
Gabès,2/20/2024,12.4,57,18.8,376.39
Tunis,7/11/2024,32.1,95,3.4,426.61
Tunis,10/14/2024,17.7,29,5.4,355.84
Sousse,12/17/2024,vignt,,5.4,384.38
Tunis,1/14/2025,20.8,61,6.8,354.28
Nabeul,11/5/2024,3074.4,36,2.4,392.38
Nabeul,2/9/2024,13.8,56,1.7,388.49
Sfax,10/17/2024,11.7,77,13.6,386.3
Tunis,11/2/2024,18.9,24,6.6,458.27
Sfax,4/3/2024,31.4,80,8.8,384.1
Sousse,1/17/2025,17.6,98,2,481.74
Tunis,4/13/2024,20.8,86,14.5,480.43
Sousse,3/8/2024,40.4,39,19.5,377.12
Gabès,10/27/2024,20.2,65,14.6,360220
Gabès,4/21/2024,37,26,5.4,357.7
Sousse,2/7/2024,vignt,73,1.7,386020
Nabeul,2/10/2024,20.5,34,17.2,403.66
Tunis,3/27/2024,38.9,26,5.1,359.02
Tunis,4/6/2024,33.6,58,3.8,409.83
Tunis,3/23/2024,30,57,5.9,385.28
Tunis,10/28/2024,16.8,34,17.2,405.49
Gabès,2/13/2024,10.6,78,15.2,393.63
Sfax,10/6/2024,240,76,8.1,455
Gabès,2/24/2024,17.9,44,18.8,444660
Tunis,11/15/2024,39.7,68,1.8,434.83
Nabeul,7/10/2024,36.7,75,1.9,378.95
Tunis,5/13/2024,20,98,11.8,392.25
Nabeul,10/13/2024,32.9,30,18.5,491.83
Tunis,3/22/2024,39.5,63,17.7,382.41
Sousse,4/11/2024,32.7,65,7.4,387.78
Sfax,9/25/2024,26,53,12.7,479.35
Sousse,7/17/2024,36.4,54,1.2,407.62
Sousse,4/1/2024,42.7,65,2.9,359.55
Gabès,9/1/2024,19.3,80,3.2,411.1
Gabès,12/24/2024,25.9,80,10.7,426.69
Sousse,10/11/2024,326.3,,13.2,496.71
Tunis,7/8/2024,40.7,35,14.7,493.86
Sousse,8/9/2024,15.8,62,1.9,395.7
Gabès,8/5/2024,19.2,22,7.1,409.7
Gabès,10/7/2024,38.1,33,12.9,373.59
Gabès,8/3/2024,41.8,81,9,482.19
Sfax,6/13/2024,24.7,44,6.7,497.4
Nabeul,3/23/2024,23.5,21,17.7,450.27
Sfax,1/14/2025,26.9,36,18.5,403.35
Sfax,1/1/2025,44.5,24,15.9,404.4
Sfax,11/1/2024,31.2,29,4.2,499.29
Gabès,9/25/2024,34.3,53,9.4,360.66
Sfax,8/8/2024,11.6,59,3.5,370.22
Nabeul,2/17/2024,1290,55,9,468.32
Gabès,11/25/2024,18.4,54,5,389.71
Tunis,12/3/2024,16,78,7.4,360.92
Tunis,5/20/2024,33.5,77,19.8,356.89
Nabeul,10/7/2024,1853.8,,11.7,499.84
Tunis,4/22/2024,38.6,41,10.2,384.61
Tunis,11/18/2024,23.8,49,17.9,481.02
Nabeul,6/17/2024,36.1,97,2.2,421.74
Sousse,9/28/2024,11,55,12.7,399.57
Sfax,7/28/2024,44.2,85,4.1,353.86
Sousse,9/30/2024,27.5,61,4.6,360.12
Sousse,2/25/2024,24.1,69,8,432.17
Nabeul,11/12/2024,41.6,75,8.5,427.36
Gabès,9/24/2024,34.6,72,3.5,493.14
Sfax,3/27/2024,vignt,40,10.5,491.18
Sfax,3/9/2024,39.8,91,8.5,360.27
Gabès,9/4/2024,38.7,58,10.9,445.11
Sousse,10/26/2024,25.1,71,7.9,466.71
Tunis,4/10/2024,33.5,51,8,359.02
Gabès,9/12/2024,38.8,88,14.6,448.43
Tunis,5/20/2024,22.2,98,0.9,408.75
Nabeul,10/26/2024,25.7,80,4.7,390.02
Tunis,11/9/2024,21.3,77,3.9,365
Sfax,10/10/2024,39.4,73,1.3,405.61
Gabès,10/16/2024,36.6,98,17.3,459.82
Sfax,6/7/2024,21.6,59,15.5,385.14
Sfax,6/19/2024,25.4,59,6.4,384.05
Nabeul,1/31/2024,22.1,53,2.5,428110
Sousse,9/29/2024,27.6,97,11.8,494.17
Sfax,4/20/2024,39.6,27,1.2,433.57
Nabeul,6/18/2024,37.6,91,7,360.36
Sousse,8/9/2024,27.1,29,19.9,421.38
Sfax,5/3/2024,14.7,40,9.1,470.81
Sousse,9/2/2024,37.9,80,8,361.67
Sousse,5/5/2024,42,55,2.3,364.43
Tunis,1/7/2025,32.6,30,5.4,414.54
Nabeul,8/1/2024,33.9,58,16.4,365.49
Sousse,11/19/2024,29.3,83,18.7,473.62
Tunis,7/19/2024,40.2,100,4.6,436.27
Gabès,9/19/2024,11.1,75,13.3,467.92
Sousse,12/29/2024,11.3,59,12.5,411.05
Sfax,7/19/2024,20.7,20,9.2,434.94
Gabès,5/13/2024,16.7,91,7.6,495.71
Sousse,11/5/2024,13.6,34,5.9,458.8
Sfax,6/10/2024,28.6,66,9.2,360.07
Gabès,1/8/2025,39.5,54,3.4,382.15
Sfax,12/13/2024,44.7,40,8.8,451.35
Sfax,9/13/2024,17.7,95,8,494.99
Gabès,8/2/2024,43.6,44,8,415.03
Gabès,10/28/2024,14.3,50,14.5,388.09
Sousse,9/14/2024,27.6,58,7.4,486.81
Gabès,9/4/2024,13.4,31,14.2,463.15
Sfax,1/2/2025,18.3,82,1.6,356.05
Nabeul,4/26/2024,36.9,82,19.5,389.91
Nabeul,4/6/2024,27.8,93,0.9,400.61
Gabès,3/5/2024,1026,98,19.9,496.69
Tunis,2/28/2024,24.4,23,13,381.6
Sfax,2/22/2024,41.3,57,19.8,406.89
Sousse,12/2/2024,16.2,22,11,412.36
Tunis,8/20/2024,13.6,68,3.8,374.4
Sfax,9/19/2024,25,35,9.6,350.53
Nabeul,12/9/2024,2520,37,2.3,474.88
Sousse,8/13/2024,11.2,78,11.2,412.08
Sfax,12/10/2024,35.9,,16.7,430430
Gabès,7/3/2024,17.2,61,5.4,421.13
Sfax,3/27/2024,vignt,58,9.2,423.09
Tunis,5/1/2024,36.6,41,3.9,478010
Nabeul,12/2/2024,24.5,47,11.6,499.8
Sousse,12/8/2024,21.1,63,15.6,435.88
Sousse,12/6/2024,39.9,81,5.2,352.31
Sfax,6/28/2024,21.7,41,12.8,476.67
Tunis,10/20/2024,vignt,,5.2,456.82
Sousse,7/20/2024,28.3,70,11.2,483.18
Nabeul,6/5/2024,25.2,92,9.1,465.49
Sousse,11/17/2024,24,41,2.9,424.87
Sfax,3/13/2024,32.9,55,16.6,433.7
Sfax,10/7/2024,17.7,37,2.9,433.09
Tunis,4/5/2024,25.5,96,11.1,404.4
Tunis,3/10/2024,35.6,34,19.4,491.38
Sfax,10/14/2024,10.6,74,15.5,368.81
Nabeul,10/18/2024,43.9,41,11.8,369.52
Sousse,4/13/2024,24.4,24,7.1,402.26
Sfax,10/26/2024,35.3,,18.8,495.9
Sousse,2/6/2024,19.1,77,11.1,448.47
Nabeul,9/12/2024,11.8,40,16.1,460.1
Gabès,6/20/2024,vignt,22,3.9,434.74
Gabès,10/20/2024,19.5,23,15.3,493.84
Gabès,8/10/2024,28.5,76,15.7,369.85
Tunis,11/22/2024,26.6,67,12.4,419.12
Sfax,3/17/2024,34.6,24,10.9,385.78
Sousse,11/7/2024,31.1,32,7.4,472.94
Sousse,2/23/2024,12.7,27,17.5,377.41
Sfax,3/13/2024,18.9,83,3.2,455.07
Sfax,2/5/2024,42.2,81,0.8,423.84
Tunis,5/13/2024,42.2,22,15.8,391.08
Sousse,2/5/2024,21.4,81,14.3,455.76
Gabès,10/3/2024,29,69,2.5,370.04
Sousse,10/1/2024,41.9,56,14.1,405.14
Nabeul,6/7/2024,16.2,99,4,461.11
Tunis,11/10/2024,23,60,3.5,421.34
Tunis,11/29/2024,23.4,72,6.7,486.01
Nabeul,9/3/2024,38.5,26,3.1,433.09
Nabeul,4/25/2024,35.6,33,5.1,445.92
Gabès,11/28/2024,22.6,42,10.8,358.43
Gabès,5/20/2024,41.7,69,14.1,403.83
Nabeul,10/6/2024,1425,50,11.7,392.23
Nabeul,8/5/2024,25.7,49,3.2,408.36
Gabès,8/10/2024,15.8,51,20,474.87
Nabeul,5/16/2024,1798.2,,9.4,468190
Gabès,12/19/2024,39,54,0.8,447.29
Nabeul,8/8/2024,vignt,,12.1,361330
Tunis,5/25/2024,16.9,75,17.8,370280
Gabès,6/7/2024,25.2,42,6.6,421.02
Tunis,11/12/2024,19.2,23,5.7,421620
Sfax,5/21/2024,16.8,45,7.6,444.71
Gabès,11/25/2024,40.7,53,4.5,491.56
Tunis,2/5/2024,13.2,69,10,383.96
Tunis,2/11/2024,2035.8,36,6.8,445.59
Gabès,11/29/2024,41.2,67,19.6,412.47
Tunis,9/28/2024,vignt,,4.5,368430
Tunis,6/14/2024,18.5,85,13.7,387.58
Sousse,12/14/2024,21.4,35,5.3,497.54
Nabeul,2/6/2024,38.5,48,8.3,471.3
Gabès,3/30/2024,21.4,37,2.7,487.37
Sfax,7/2/2024,19.1,87,1.1,478.91
Gabès,8/29/2024,34.2,70,2.1,379.01
Sfax,4/13/2024,25.3,79,13.5,462.22
Gabès,8/14/2024,39,74,17.7,350.15
Tunis,5/20/2024,25.2,55,1.4,496.9
Gabès,7/17/2024,22.2,51,10.2,420.75
Sousse,5/22/2024,26.8,71,11.8,453.29
Tunis,7/3/2024,39.9,34,3.1,383.65
Gabès,12/11/2024,25,42,15.2,472.66
Sfax,7/29/2024,40.5,38,13.4,479.36
Tunis,8/29/2024,38.3,36,3.8,389.14
Sfax,5/4/2024,25.2,48,6.5,404.56
Sousse,4/28/2024,11.3,92,7.8,459.8
Tunis,9/17/2024,21,46,9.2,485.98
Nabeul,6/17/2024,27.7,99,1.6,400
Sousse,5/13/2024,21,93,17.8,483.07
Sousse,7/23/2024,44.5,94,1.9,441.09
Tunis,9/22/2024,28.9,62,5.4,419.41
Gabès,12/2/2024,37.5,23,2.3,492.81
Sousse,11/11/2024,2308.6,54,16.8,410.65
Tunis,7/12/2024,30.6,80,4.9,495.79
Gabès,1/5/2025,44.6,99,6.6,414.4
Tunis,10/31/2024,25.1,65,1.1,359.01
Tunis,3/3/2024,vignt,20,15.6,428.71
Nabeul,11/2/2024,35.8,86,1.9,393.69
Tunis,7/3/2024,11.7,46,2.5,382.08
Gabès,6/12/2024,36.9,63,13.1,414.51
Tunis,6/25/2024,vignt,,1.5,420670
Nabeul,8/26/2024,35.3,23,20,447.78
Nabeul,4/8/2024,15.6,69,10.7,461.7
Sfax,10/2/2024,20.8,92,14,380.02
Sousse,9/18/2024,15.8,25,13.5,371.84
Nabeul,2/17/2024,43.9,26,11.5,497.26
Gabès,10/24/2024,vignt,47,6.6,491790
Gabès,6/28/2024,36.8,20,18.1,398.72
Nabeul,6/20/2024,37.3,91,15,453.21
Gabès,9/3/2024,30,98,13,441.07
Gabès,7/20/2024,1346.4,56,17,391.82
Tunis,8/21/2024,vignt,,17,407.36
Tunis,5/16/2024,12.1,99,8.6,376.15
Nabeul,2/27/2024,17.7,45,10,409.74
Sfax,3/10/2024,25.9,47,7.6,475.4
Gabès,12/26/2024,35.5,28,10.8,435.38
Gabès,2/27/2024,29.6,89,13,397.54
Sfax,6/20/2024,20,52,16.9,433.43
Tunis,11/3/2024,38,88,8.1,363.62
Gabès,11/12/2024,27.1,63,18.6,447.42
Nabeul,4/9/2024,33,76,12.9,423.49
Tunis,10/31/2024,22.1,59,17.7,423
Sousse,2/18/2024,11.3,53,19.9,466.41
Tunis,12/31/2024,40.5,96,15.4,379.09
Sousse,3/9/2024,26.6,51,1.9,386.48
Sousse,5/13/2024,32.9,94,12,436
Sousse,7/20/2024,30.4,49,6.4,384.92
Gabès,9/2/2024,31.4,80,13.2,457.55
Sousse,1/8/2025,10.7,20,15.7,365.29
Nabeul,10/9/2024,44.9,24,7.4,487.39
Tunis,12/21/2024,14.5,,9.1,383
Sousse,9/5/2024,13.1,94,9.2,384.79
Tunis,10/14/2024,16.3,81,1.1,489.41
Nabeul,12/7/2024,42.8,95,12.7,495.6
Sfax,5/22/2024,vignt,51,14.3,394.49
Tunis,2/3/2024,33.4,65,1,488.67
Sfax,11/1/2024,42.8,73,11.8,426.12
Sousse,4/25/2024,33,54,17.9,446.51
Sousse,6/12/2024,35.2,36,19.3,403.9
Sfax,1/8/2025,841.7,27,6.2,451.38
Gabès,4/4/2024,27.7,,11.2,485.54
Tunis,4/30/2024,1412.4,84,1.6,431.48
Gabès,9/29/2024,43.8,25,5.3,358.7
Gabès,9/10/2024,13.9,22,2.8,357.9
Tunis,5/10/2024,34.9,59,14.8,465.54
Tunis,1/26/2024,23.5,99,7.9,474.46
Tunis,12/10/2024,40.9,60,10.7,414.9
Sousse,12/28/2024,vignt,75,16.9,414.78
Gabès,4/16/2024,28.9,24,10.5,355.37
Sousse,1/10/2025,43.3,98,7.8,483.78
Sfax,4/19/2024,33.2,23,4,425.66
Nabeul,12/30/2024,25.7,79,19.6,441.18
Nabeul,5/2/2024,27.8,70,1.6,406.17
Nabeul,4/25/2024,34.9,74,2.3,477.7
Sousse,12/23/2024,17.1,38,3.9,424.86
Sousse,7/5/2024,39.3,48,9.1,460.73
Nabeul,4/8/2024,17.4,44,6.9,416.03
Gabès,4/10/2024,14.5,73,17.6,465.48
